date,open,high,low,close,amount,vol,涨幅,max,min,涨停,跌停,连涨天数,破板,大肉,大面,成交额大于20亿
20191219,3.03,3.08,3.03,3.08,1310519.2,4283747,,,,0,0,0,0,0,0,0
20191220,3.08,3.1,3.04,3.06,1343207.7,4385424,-0.0065,3.39,2.77,0,0,0,0,0,0,0
20191223,3.04,3.05,2.99,2.99,1164946.0,3862817,-0.0229,3.37,2.75,0,0,0,0,0,0,0
20191224,3.0,3.03,2.99,3.01,612436.2,2039717,0.0067,3.29,2.69,0,0,0,0,0,0,0
20191225,3.01,3.03,2.99,3.0,599824.0,1992918,-0.0033,3.31,2.71,0,0,0,0,0,0,0
20191226,3.01,3.02,3.0,3.01,487163.2,1617835,0.0033,3.3,2.7,0,0,0,0,0,0,0
20191227,3.02,3.05,3.01,3.03,803419.6,2651421,0.0066,3.31,2.71,0,0,0,0,0,0,0
20191230,3.03,3.05,3.0,3.04,718981.6,2372630,0.0033,3.33,2.73,0,0,0,0,0,0,0
20191231,3.04,3.06,3.02,3.06,854255.9,2805978,0.0066,3.34,2.74,0,0,0,0,0,0,0
20200102,3.09,3.1,3.06,3.08,1571920.1,5090529,0.0065,3.37,2.75,0,0,0,0,0,0,0
20200103,3.08,3.11,3.07,3.09,840415.2,2721995,0.0032,3.39,2.77,0,0,0,0,0,0,0
20200106,3.08,3.1,3.06,3.09,1437399.0,4670415,0.0,3.4,2.78,0,0,0,0,0,0,0
20200107,3.07,3.1,3.07,3.1,1311204.7,4244902,0.0032,3.4,2.78,0,0,0,0,0,0,0
20200108,3.08,3.1,3.05,3.05,1154368.7,3754989,-0.0161,3.41,2.79,0,0,0,0,0,0,0
20200109,3.07,3.09,3.06,3.08,820219.3,2665088,0.0098,3.36,2.74,0,0,0,0,0,0,0
20200110,3.08,3.1,3.07,3.08,730935.6,2372773,0.0,3.39,2.77,0,0,0,0,0,0,0
20200113,3.08,3.1,3.05,3.09,635292.5,2067566,0.0032,3.39,2.77,0,0,0,0,0,0,0
20200114,3.09,3.1,3.07,3.09,752042.8,2435297,0.0,3.4,2.78,0,0,0,0,0,0,0
20200115,3.08,3.09,3.05,3.05,654302.1,2138225,-0.0129,3.4,2.78,0,0,0,0,0,0,0
20200116,3.05,3.07,3.02,3.03,813584.9,2675298,-0.0066,3.36,2.74,0,0,0,0,0,0,0
20200117,3.03,3.04,3.02,3.02,467644.0,1544027,-0.0033,3.33,2.73,0,0,0,0,0,0,0
20200120,3.02,3.04,3.02,3.03,377619.9,1246232,0.0033,3.32,2.72,0,0,0,0,0,0,0
20200121,3.02,3.03,3.0,3.0,706627.4,2347226,-0.0099,3.33,2.73,0,0,0,0,0,0,0
20200122,3.0,3.0,2.96,2.99,717008.6,2402412,-0.0033,3.3,2.7,0,0,0,0,0,0,0
20200123,2.99,2.99,2.9,2.91,1222959.3,4159825,-0.0268,3.29,2.69,0,0,0,0,0,0,0
20200203,2.62,2.67,2.62,2.62,537118.4,2049800,-0.0997,3.2,2.62,0,1,0,0,0,1,0
20200204,2.43,2.6,2.43,2.56,1446056.3,5663200,-0.0229,2.88,2.36,0,0,0,0,0,0,0
20200205,2.55,2.68,2.55,2.63,1085485.3,4134200,0.0273,2.82,2.3,0,0,0,0,0,0,0
20200206,2.63,2.66,2.6,2.65,905156.8,3434880,0.0076,2.89,2.37,0,0,0,0,0,0,0
20200207,2.65,2.66,2.63,2.65,625739.3,2368861,0.0,2.92,2.38,0,0,0,0,0,0,0
20200210,2.64,2.72,2.61,2.71,860722.7,3221701,0.0226,2.92,2.38,0,0,0,0,0,0,0
20200211,2.7,2.74,2.7,2.7,955481.8,3516440,-0.0037,2.98,2.44,0,0,0,0,0,0,0
20200212,2.7,2.74,2.67,2.74,734949.5,2715491,0.0148,2.97,2.43,0,0,0,0,0,0,0
20200213,2.74,2.76,2.68,2.7,1091299.8,4021493,-0.0146,3.01,2.47,0,0,0,0,0,0,0
20200214,2.69,2.7,2.67,2.68,535919.5,1995762,-0.0074,2.97,2.43,0,0,0,0,0,0,0
20200217,2.66,2.74,2.66,2.74,887947.9,3273275,0.0224,2.95,2.41,0,0,0,0,0,0,0
20200218,2.73,2.78,2.72,2.76,914467.1,3322328,0.0073,3.01,2.47,0,0,0,0,0,0,0
20200219,2.76,2.77,2.73,2.73,762824.4,2773500,-0.0109,3.04,2.48,0,0,0,0,0,0,0
20200220,2.74,2.81,2.73,2.8,1216555.0,4386906,0.0256,3.0,2.46,0,0,0,0,0,0,0
20200221,2.8,2.84,2.79,2.82,1173217.2,4166180,0.0071,3.08,2.52,0,0,0,0,0,0,0
20200224,2.82,2.82,2.76,2.79,1066728.9,3828819,-0.0106,3.1,2.54,0,0,0,0,0,0,0
20200225,2.71,2.75,2.68,2.74,1405387.5,5170011,-0.0179,3.07,2.51,0,0,0,0,0,0,0
20200226,2.7,2.84,2.69,2.78,1479900.2,5331760,0.0146,3.01,2.47,0,0,0,0,0,0,0
20200227,2.78,2.82,2.77,2.8,990874.0,3537172,0.0072,3.06,2.5,0,0,0,0,0,0,0
20200228,2.77,2.78,2.68,2.68,1366511.0,5021761,-0.0429,3.08,2.52,0,0,0,0,0,0,0
20200302,2.69,2.76,2.68,2.76,968590.3,3535189,0.0299,2.95,2.41,0,0,0,0,0,0,0
20200303,2.79,3.04,2.76,3.04,7387591.2,24576995,0.1014,3.04,2.48,1,0,1,0,1,0,0
20200304,3.03,3.34,2.99,3.34,17047960.0,53258145,0.0987,3.34,2.74,1,0,2,0,1,0,0
20200305,3.3,3.59,3.21,3.37,18315665.6,53888325,0.009,3.67,3.01,0,0,0,0,0,0,0
20200306,3.27,3.32,3.16,3.2,10403780.0,32259800,-0.0504,3.71,3.03,0,0,0,0,0,0,0
