date,open,high,low,close,amount,vol
20191219,9.39,9.55,9.28,9.38,19104704.0,20318721
20191220,9.33,9.4,9.16,9.17,18252107.2,19700084
20191223,9.18,9.38,9.02,9.05,18006756.8,19590945
20191224,9.09,9.53,9.09,9.52,28660531.2,30590013
20191225,9.45,9.46,9.31,9.37,19592697.6,20911249
20191226,9.38,9.42,9.32,9.39,11489913.6,12276709
20191227,9.4,9.64,9.31,9.33,29961347.2,31604255
20191230,9.23,9.41,9.06,9.38,19913774.4,21543048
20191231,9.38,9.47,9.19,9.25,18034184.0,19427300
20200102,9.33,9.7,9.32,9.56,34563488.0,36141171
20200103,9.6,10.02,9.51,9.87,40250576.0,40978321
20200106,9.87,10.48,9.77,10.18,55836121.6,55194810
20200107,10.23,10.58,10.13,10.44,51575344.0,49791691
20200108,10.34,11.48,10.26,11.24,109677196.8,98737351
20200109,11.34,11.35,10.73,10.86,83848198.4,76699929
20200110,10.73,10.86,10.44,10.55,44302595.2,41837757
20200113,10.53,10.73,10.38,10.71,39555155.2,37425628
20200114,10.73,11.27,10.73,10.82,58308294.4,52894841
20200115,10.67,11.15,10.54,10.92,42726656.0,39315776
20200116,10.95,10.98,10.68,10.86,27351721.6,25327981
20200117,10.92,11.04,10.53,10.59,31275555.2,29128087
20200120,10.79,11.0,10.7,10.99,35092323.2,32246776
20200121,11.04,11.18,10.74,10.89,31270307.2,28558996
20200122,10.68,11.19,10.61,11.18,36024710.4,32758607
20200123,11.06,11.06,10.21,10.51,37055020.8,34586836
20200203,9.46,9.46,9.46,9.46,3002509.4,3173900
20200204,8.6,9.94,8.6,9.65,30754931.2,32409586
20200205,9.75,10.2,9.74,9.86,31772022.4,31846690
20200206,9.66,10.02,9.6,9.96,27556009.6,27997236
20200207,9.96,9.98,9.52,9.8,31633430.4,32492885
20200210,9.79,10.21,9.62,10.19,33247916.8,33230563
20200211,10.25,10.27,9.88,9.95,26872723.2,26836263
20200212,9.9,10.29,9.83,10.25,35907721.6,35594094
20200213,10.19,10.22,9.97,10.02,27004387.2,26818437
20200214,10.05,10.36,9.99,10.29,38613372.8,37777412
20200217,10.25,10.74,10.18,10.69,40779366.4,38701074
20200218,10.69,11.06,10.44,10.9,48741648.0,45010884
20200219,10.92,11.04,10.53,10.68,40604688.0,37642974
20200220,10.79,11.49,10.68,11.4,63916102.4,57331110
20200221,11.25,11.48,11.11,11.3,54873011.2,48653861
20200224,11.26,12.38,11.2,12.0,71685619.2,61188492
20200225,11.6,12.9,11.55,12.71,94004851.2,76832666
20200226,12.35,12.59,11.5,11.7,69773017.6,57566009
20200227,12.07,12.33,11.77,11.77,51559529.6,42727355
20200228,11.05,11.38,10.7,10.93,45298515.2,40917668
20200302,11.09,11.63,10.96,11.5,37381107.2,32971841
20200303,11.79,12.08,11.38,11.46,39741872.0,33866361
20200304,11.41,11.79,11.34,11.71,26223780.8,22623736
20200305,11.91,12.11,11.74,12.02,36126332.8,30265544
20200306,11.92,12.4,11.8,12.16,40890316.8,33628632
