date,open,high,low,close,amount,vol
20191213,6.18,6.36,6.14,6.29,8848233.6,14112249
20191216,6.49,6.49,6.29,6.35,7330599.2,11529845
20191217,6.33,6.41,6.31,6.36,5190644.4,8151526
20191218,6.36,6.45,6.34,6.41,5100154.8,7966200
20191219,6.41,6.5,6.37,6.48,4213171.2,6522196
20191220,6.49,6.55,6.43,6.48,4241997.6,6541184
20191223,6.46,6.49,6.34,6.34,3589202.4,5601845
20191224,6.35,6.38,6.28,6.32,3669154.4,5809370
20191225,6.32,6.33,6.14,6.2,5585446.0,8977417
20191226,6.19,6.25,6.15,6.2,4043808.4,6520381
20191227,6.25,6.27,6.17,6.17,4059161.6,6529207
20191230,6.14,6.22,6.08,6.2,3546279.2,5746583
20191231,6.19,6.25,6.14,6.17,3164461.2,5121471
20200102,6.19,6.27,6.17,6.22,6280002.0,10102166
20200103,6.23,6.27,6.2,6.23,6867832.0,11031248
20200106,6.23,6.29,6.18,6.26,6489881.2,10388572
20200107,6.28,6.44,6.27,6.41,6998142.4,10978874
20200108,6.4,6.4,6.27,6.29,5367594.0,8482972
20200109,6.34,6.41,6.3,6.37,4837911.2,7622390
20200110,6.4,6.44,6.35,6.38,3689068.8,5781382
20200113,6.34,6.41,6.32,6.38,4263933.6,6702302
20200114,6.4,6.69,6.37,6.6,13332681.6,20278693
20200115,6.58,6.68,6.56,6.57,5816094.0,8816440
20200116,6.62,6.62,6.48,6.49,4480968.8,6872594
20200117,6.51,6.54,6.42,6.42,4056584.8,6288513
20200120,6.4,6.46,6.38,6.4,4524081.2,7058933
20200121,6.4,6.41,6.27,6.32,5675154.4,8949756
20200122,6.39,6.39,6.15,6.3,6157354.4,9887479
20200123,6.24,6.3,6.03,6.12,6148058.8,9972128
20200203,5.51,5.62,5.51,5.51,6939935.2,12543482
20200204,5.43,5.81,5.43,5.68,8843101.6,15633004
20200205,5.72,5.96,5.67,5.89,7461972.0,12793687
20200206,5.96,6.47,5.92,6.45,17626323.2,28202968
20200207,6.89,6.97,6.51,6.96,38331043.2,56793468
20200210,7.14,7.15,6.63,6.76,26165347.2,38246833
20200211,6.8,6.8,6.5,6.5,12168826.4,18478532
20200212,6.51,6.57,6.4,6.49,11771035.2,18186386
20200213,6.5,6.62,6.34,6.49,12584538.4,19534944
20200214,6.48,6.54,6.36,6.45,7631322.4,11832445
20200217,6.48,6.56,6.43,6.54,8472925.6,12999856
20200218,6.55,6.59,6.45,6.54,9913159.2,15192612
20200219,6.54,6.63,6.38,6.38,14499718.4,22325460
20200220,6.39,6.46,6.27,6.39,10207288.0,16045832
20200221,6.41,6.54,6.36,6.47,9282269.6,14361612
20200224,6.61,6.86,6.53,6.78,22100267.2,32984583
20200225,6.61,6.85,6.47,6.77,17837963.2,26757019
20200226,6.68,7.09,6.62,6.87,23940264.0,34794263
20200227,6.89,7.09,6.83,7.0,18293840.0,26135569
20200228,6.76,6.91,6.56,6.59,15482854.4,23098862
20200302,6.68,6.98,6.66,6.88,14650171.2,21274974
