date,open,high,low,close,amount,vol
20191217,6.16,6.27,6.12,6.25,1713108.0,2767400
20191218,6.22,6.23,6.14,6.15,1364615.2,2209900
20191219,6.18,6.18,6.09,6.15,1067737.0,1740698
20191220,6.15,6.15,6.06,6.07,929308.9,1523000
20191223,6.05,6.09,5.87,5.88,2070966.0,3489223
20191224,5.88,5.94,5.8,5.9,1474578.9,2515600
20191225,5.89,5.91,5.84,5.87,975420.9,1663202
20191226,5.86,5.92,5.86,5.92,819000.9,1388823
20191227,5.93,6.06,5.92,5.98,1871524.0,3118443
20191230,6.01,6.01,5.91,5.96,1420183.9,2385700
20191231,5.95,6.0,5.92,6.0,1285664.3,2159100
20200102,6.0,6.07,6.0,6.05,1786043.6,2953100
20200103,6.06,6.08,6.03,6.06,1112830.5,1838700
20200106,6.06,6.14,6.01,6.11,1760750.0,2892126
20200107,6.12,6.16,6.1,6.15,1345814.9,2196810
20200108,6.16,6.17,6.01,6.04,1651590.4,2722017
20200109,6.07,6.12,6.06,6.08,1190784.4,1956811
20200110,6.11,6.15,6.03,6.07,1008199.0,1659509
20200113,6.07,6.12,6.03,6.12,1163876.9,1913100
20200114,6.12,6.15,6.1,6.15,1131506.9,1844550
20200115,6.15,6.18,6.08,6.13,1455909.3,2376509
20200116,6.09,6.17,6.05,6.11,1195480.5,1958500
20200117,6.14,6.14,6.08,6.1,815047.3,1335695
20200120,6.1,6.13,6.04,6.13,1369135.9,2248901
20200121,6.13,6.13,5.96,5.96,1407159.4,2336800
20200122,5.97,6.0,5.86,5.99,1143084.9,1923823
20200123,5.97,5.99,5.76,5.84,1232122.8,2095500
20200203,5.35,5.4,5.26,5.26,2011236.0,3800527
20200204,5.11,5.34,5.11,5.29,1674053.7,3177938
20200205,5.28,5.42,5.26,5.37,1554760.1,2897691
20200206,5.38,5.47,5.34,5.41,2219276.0,4107969
20200207,5.45,5.45,5.35,5.44,1477132.7,2734079
20200210,5.39,5.72,5.38,5.67,3066019.2,5472784
20200211,5.64,5.67,5.57,5.6,1325380.7,2360392
20200212,5.59,5.65,5.57,5.62,726295.6,1294760
20200213,5.62,5.65,5.51,5.56,1072333.4,1921195
20200214,5.53,5.6,5.53,5.58,725150.7,1301311
20200217,5.58,5.7,5.56,5.7,1858849.6,3286318
20200218,5.68,5.72,5.64,5.7,1564637.2,2755429
20200219,5.7,5.7,5.63,5.65,1230523.0,2171952
20200220,5.65,5.71,5.63,5.69,2181976.4,3847386
20200221,5.7,5.73,5.67,5.72,1952601.6,3426010
20200224,5.7,5.73,5.63,5.71,1727689.2,3041233
20200225,5.61,5.63,5.45,5.59,2130628.4,3840263
20200226,5.52,5.68,5.47,5.59,2574394.8,4604916
20200227,5.61,5.66,5.57,5.63,1616501.4,2875440
20200228,5.49,5.57,5.37,5.38,1730269.0,3170845
20200302,5.4,5.55,5.39,5.53,1851346.4,3369146
20200303,5.58,5.63,5.56,5.59,2082127.6,3724728
20200304,5.56,5.76,5.55,5.7,2549920.6,4501991
