date,open,high,low,close,amount,vol
20191213,4.25,4.28,4.21,4.26,7747069.6,18282831
20191216,4.26,4.27,4.19,4.25,9232271.2,21812046
20191217,4.25,4.34,4.23,4.31,16023100.8,37315149
20191218,4.29,4.35,4.26,4.28,10601292.8,24678618
20191219,4.27,4.29,4.23,4.28,10434021.6,24509336
20191220,4.27,4.27,4.19,4.21,9825171.2,23184023
20191223,4.2,4.22,4.11,4.11,7759051.2,18616191
20191224,4.11,4.26,4.1,4.24,11143567.2,26541437
20191225,4.23,4.24,4.18,4.2,6951984.8,16543626
20191226,4.19,4.25,4.18,4.23,6773616.8,16053357
20191227,4.23,4.51,4.22,4.37,37524515.2,85619514
20191230,4.39,4.45,4.32,4.43,22849172.8,52070166
20191231,4.39,4.4,4.33,4.38,13236355.2,30301049
20200102,4.4,4.49,4.39,4.43,18782243.2,42347999
20200103,4.43,4.48,4.41,4.46,16306267.2,36693597
20200106,4.45,4.53,4.4,4.47,21932017.6,48987114
20200107,4.49,4.57,4.45,4.48,20946222.4,46623940
20200108,4.46,4.46,4.35,4.36,20089352.0,45586706
20200109,4.4,4.42,4.37,4.4,9831576.8,22387901
20200110,4.39,4.41,4.33,4.35,11862278.4,27203300
20200113,4.34,4.37,4.31,4.36,9345521.6,21531212
20200114,4.36,4.47,4.34,4.41,18619393.6,42081482
20200115,4.39,4.4,4.32,4.33,9547196.8,21961648
20200116,4.34,4.38,4.31,4.32,8858251.2,20402946
20200117,4.34,4.41,4.33,4.34,9939378.4,22746570
20200120,4.32,4.37,4.29,4.37,7924283.2,18308549
20200121,4.33,4.34,4.25,4.26,9854923.2,23028824
20200122,4.25,4.25,4.14,4.23,11772067.2,28123682
20200123,4.16,4.18,4.05,4.1,11937768.8,29010108
20200203,3.69,3.69,3.69,3.69,4274200.8,11583200
20200204,3.37,3.68,3.37,3.6,14960361.6,41738284
20200205,3.61,3.74,3.58,3.64,11428419.2,31215124
20200206,3.68,3.68,3.62,3.67,12915050.4,35370750
20200207,3.65,3.74,3.63,3.68,13762788.8,37551918
20200210,3.66,3.77,3.65,3.76,13514537.6,36409661
20200211,3.77,3.93,3.74,3.81,19465750.4,50859750
20200212,3.79,3.87,3.76,3.86,16105636.8,42120203
20200213,3.84,3.87,3.78,3.79,15303713.6,40126379
20200214,3.8,4.16,3.79,4.05,41124182.4,102801960
20200217,4.0,4.07,3.97,4.07,24885379.2,61952677
20200218,4.02,4.07,3.99,4.03,20467947.2,50883153
20200219,4.03,4.03,3.93,3.96,17021366.4,42902773
20200220,3.95,4.02,3.89,4.02,18992430.4,47953128
20200221,4.0,4.03,3.97,3.99,18784718.4,46981490
20200224,4.0,4.02,3.92,3.95,17137993.6,43321061
20200225,3.87,3.89,3.75,3.87,20006211.2,52105727
20200226,3.81,3.93,3.77,3.86,19627104.0,50758423
20200227,3.86,3.89,3.82,3.83,12392941.6,32216714
20200228,3.74,3.77,3.62,3.64,18093908.8,49030450
20200302,3.65,3.79,3.65,3.75,13422392.0,35869794
